Id,SalePrice
1461,123978.33805747179
1462,153032.5952739716
1463,188691.3198700934
1464,196671.292616757
1465,202918.39308906664
1466,173508.34607386784
1467,175298.75193596966
1468,158249.52845107514
1469,193429.89316695606
1470,120200.86548539533
1471,163403.56000176453
1472,95911.83809788735
1473,96925.66547029397
1474,144492.36669414327
1475,105777.22039727609
1476,354850.8292022347
1477,250844.8811223922
1478,308336.14558634406
1479,310385.58737675945
1480,482362.136237896
1481,318208.57308668306
1482,205587.49803857098
1483,182601.82140352446
1484,161683.50081510755
1485,186126.9878311235
1486,189019.21369089134
1487,352552.8355445111
1488,238038.81152921013
1489,193481.02909216683
1490,249641.3913600144
1491,193177.98152428138
1492,97531.31633600968
1493,181650.89678917982
1494,302535.50828551577
1495,289433.7756758961
1496,235686.88795946923
1497,188485.23968347328
1498,192065.94858438696
1499,169122.77626211668
1500,161470.57289016232
1501,172307.92331834784
1502,137742.08306639935
1503,328713.0193785722
1504,240777.71118873626
1505,229169.48369449374
1506,187670.49382368845
1507,248044.94170421947
1508,201028.43627354773
1509,157795.57288099057
1510,145056.17169993842
1511,160809.85477909332
1512,164959.07653227693
1513,150951.322758373
1514,177458.9899509154
1515,178003.8362795661
1516,149039.1089922523
1517,171593.67395629882
1518,127117.42742712845
1519,205404.85645396495
1520,124367.92412204358
1521,134818.5906527873
1522,173930.4011758946
1523,118270.18412221326
1524,126756.47672511112
1525,116708.7742541867
1526,111951.45202186205
1527,105715.3823692641
1528,128576.45079937742
1529,159003.85570492918
1530,182541.91545975432
1531,109310.3592524501
1532,93272.1803094489
1533,145620.40069930616
1534,132282.61980641505
1535,143492.9755979472
1536,103619.44337869086
1537,62991.008393057426
1538,147953.97728395736
1539,188640.94139227472
1540,76648.82227750687
1541,143181.6025846555
1542,170375.37106688882
1543,174820.5218996786
1544,87115.6372089535
1545,112365.51723255227
1546,137081.43942225658
1547,133014.65691346143
1548,144715.84339211226
1549,114245.41659311819
1550,138889.0230283583
1551,100889.89886892031
1552,146463.2376088775
1553,145491.5148792942
1554,113346.7708769989
1555,164087.59249727844
1556,76328.19451739489
1557,122372.26521796701
1558,105162.71567712755
1559,68742.85441740516
1560,127100.53289040184
